S084215:7,1715.28571429,41.2857142857,1.82105608715,4.55410334347,1.94585600919,0.142857142857,0.428571428571,0.084493,0.081589,0.289659,0.287764,1.11791466895,1.59191799326,3.00646646826
S093681:8,545.375,7.25,1.80118663778,3.07165942177,2.06393861093,0.25,0.0,0.026208,0.02612,0.027156,0.027156,1.34836116265,1.61956709957,3.3253261825
S062351:7,1222.71428571,38.2857142857,1.58102553445,5.65714285714,1.94587185492,0.0,0.857142857143,0.122761,0.119872,0.175682,0.174922,1.00480261073,1.39634401962,3.00629649064
S090534:3,585.333333333,22.6666666667,0.90904416988,8.08465832909,1.098611981,0.0,0.0,0.09008,0.09008,0.05368,0.05368,1.15548248854,1.15548248854,1.09016285439
S091203:1,2289.0,102.0,-0.0,3.2458294283,-0.0,0.0,0.0,0.334784,0.334784,0.189211,0.189211,0,0,0
S087987:8,2123.75,162.875,2.02418806592,8.49497571597,2.07944084947,0.0,0.0,0.577912,0.37456,0.284068,0.283965,0.646146721277,1.1199531037,3.27544793291
S064593:7,466.571428571,60.0,1.54454849129,6.5,0,0.0,0.0,0.679976,0.663072,0.23503,0.208948,0.762980742034,1.38777223161,2.91505877963
S076180:8,870.5,25.125,1.89262208462,1.6,2.07944154168,0.0,0.125,0.226268,0.166064,0.131658,0.111982,0.929017180205,1.47636363636,3.26460073286
S093025:8,3592.5,220.5,2.03298298898,8.66566075007,2.07942582706,0.0,0.0,0.41212,0.382768,0.370486,0.283367,0.883788416018,1.24947771585,3.30714901483
S091198:7,291.142857143,15.5714285714,1.89391458181,10.1,1.94591014906,0.0,0.0,0.066441,0.066441,0.067876,0.067096,1.45611066342,1.68055749129,3.03955243965
S090606:8,1577.75,103.25,1.97523959104,7.28937780269,2.07943053814,0.0,0.0,0.336228,0.321164,0.25095,0.250688,0.807735388217,1.18282562094,3.28393904579
S076211:7,884.142857143,22.7142857143,1.83733609955,1.72905162065,1.94557587951,0.428571428571,0.0,0.089953,0.089726,0.10781,0.107278,0.925601492284,1.22064353233,3.01350651025
S034059:1,595.0,9.0,-0.0,6.32072072072,-0.0,0.0,0.0,0,0,0,0,0,0,0
S064255:7,899.428571429,9.85714285714,1.65286227241,6.5,0,0.285714285714,0.142857142857,0.031432,0.029336,0.065048,0.064133,1.35077033116,1.71047619048,3.03234864766
S048330:8,2417.75,178.25,2.03949809281,8.1,2.07944154168,0.0,0.0,0.450168,0.430536,0.29194,0.29194,0.667405826824,1.10380837583,3.26001434517
S061984:8,780.0,44.75,1.69335650622,8.2,2.07944154168,0.0,0.0,0.345616,0.345616,0.219518,0.174254,0.878031753221,1.46561182862,3.27054702484
S030252:8,2627.875,127.625,2.0331601614,6.5,0,0.375,0.0,0.35265,0.279548,0.20651,0.20651,0.648907705132,1.07769392086,3.26669178962
S061187:8,2846.125,134.125,1.89703466436,8.33954252159,2.07942680307,0.75,0.0,0.364495,0.309087,0.317945,0.263784,0.693015671771,1.01315668017,3.29041963427
S064235:7,678.714285714,55.1428571429,1.72180314732,6.5,0,0.285714285714,0.0,0.184144,0.124192,0.35706,0.33701,0.965372786917,1.19767599061,3.03498524549
S066995:7,1330.42857143,100.0,1.77084948589,7.82857142857,1.94587013373,0.0,0.0,0.472704,0.370264,0.291688,0.239676,0.57103141778,0.858727082239,2.97423972785
S074110:8,1889.75,39.625,1.99350393545,2.65634236453,2.07928914466,0.75,0.125,0.090064,0.089616,0.223668,0.223668,0.762311913638,1.2072940622,3.29143938648
S085985:6,1613.83333333,35.5,1.75274987031,3.51333333333,1.79169684014,0.5,0.5,0.374576,0.218203,0.137996,0.137996,0.900030939298,1.35076083453,2.6426905982
S066081:8,3394.0,205.75,2.049755399,7.9,2.07944154168,0.0,0.0,0.46336,0.274312,0.314504,0.263448,0.600165545444,0.997453063355,3.25127992758
S030207:2,199.5,41.0,0.62464358056,11.0578036208,0.665565472946,0.0,0.0,0.296526,0.27056,0.075595,0.060467,1.00828454336,1.00828454336,-0.0
S074128:7,1391.71428571,22.8571428571,1.84222530577,2.99209887249,1.94573467571,0.571428571429,0.285714285714,0.229616,0.218592,0.20566,0.166084,1.12190625131,1.67631785995,3.00688347346
S088316:8,1777.125,104.25,1.87333940634,8.7,2.07944154168,0.0,0.0,0.397,0.361888,0.28721,0.28721,0.585290594314,0.969850682413,3.26584044635
S061205:8,5112.75,157.25,2.00894032247,3.33241590214,0,0.875,0.0,0.210875,0.203507,0.201816,0.199448,0.660430972757,1.0294367679,3.26157965377
S023899:8,2829.125,171.875,1.99566078213,6.5,0,0.0,0.0,0.311296,0.30552,0.252194,0.21224,0.709922349971,1.13670818357,3.25695198878
S063770:5,2272.4,110.6,1.11507307597,6.5,0,0.6,0.0,0.397704,0.391032,0.39091,0.220464,0.43318165736,0.745083196701,2.14806827551
S088390:6,1736.33333333,108.833333333,1.57951999343,6.85193574959,1.79173470532,0.0,0.0,0.235439,0.235439,0.250208,0.250208,0.71024907033,1.05087198717,2.65369805335
S043533:1,1513.0,23.0,-0.0,3.1,-0.0,1.0,0.0,0.136265,0.136265,0.105114,0.105114,0,0,0
S091190:4,2008.0,117.0,1.13460124015,6.91608085473,1.38629084942,0.0,0.0,0.466612,0.439076,0.225998,0.225998,0.630452625692,0.777512804137,1.71338613374
S094566:8,944.125,17.625,1.82915448703,4.29760362694,2.07930515641,0.5,0.25,0.175648,0.169374,0.216074,0.196664,0.868726487659,1.34529336098,3.28271246289
S089822:1,522.0,13.0,-0.0,7.6,-0.0,0.0,0.0,0.018752,0.018752,0.047752,0.047752,0,0,0
S062947:7,1118.14285714,36.4285714286,1.88293699648,5.8,1.94591014906,0.571428571429,0.0,0.18184,0.177584,0.09749,0.09702,0.872918869285,1.25644783591,3.0102183446
S060949:8,6854.5,157.375,1.94543215611,91.8,0,0.5,1.25,0.29696,0.265408,0.209148,0.206302,0.915064978361,1.21363028639,3.31947072767
S043764:7,428.285714286,9.28571428571,1.67539220709,9.00374860127,1.9458919997,0.142857142857,0.0,0.398936,0.081928,0.113806,0.057176,1.05947944205,1.50603174603,3.01481916804
S063978:8,804.875,28.625,1.67473152764,4.1563390716,2.07937452075,0.375,0.125,0.132048,0.096936,0.2021,0.156166,1.26727764172,1.63342099924,3.31991802167
S087986:8,3399.25,214.625,2.02222391193,8.0,2.07944154168,0.0,0.0,0.286048,0.273328,0.220972,0.195184,0.886839424192,1.22573054159,3.30813063313
S065090:5,296.2,11.8,1.54676518211,8.06693117409,1.60940865769,0.0,0.0,0.059744,0.059186,0.04092,0.038972,1.21977060024,1.50815796495,2.28065757075
S087971:8,3657.375,213.25,2.04271347085,8.0,2.07944154168,0.125,0.0,0.358312,0.239192,0.293122,0.292338,0.609690936046,0.954382922132,3.28729830502
S027644:8,5084.0,408.25,2.06800152349,6.5,0,0.0,0.0,0.685152,0.494752,0.369452,0.29422,0.557668075872,0.754975314417,3.31125539215
S018739:8,4223.5,206.625,2.05819847336,6.5,0,0.125,0.125,0.584944,0.509912,0.345016,0.345016,0.543191611913,0.922736069965,3.26367059077
S075406:8,543.75,41.75,1.89860992386,1.4625,2.07889040551,0.0,0.0,0.116338,0.116338,0.17211,0.169298,1.1451672101,1.30203806702,3.32779657902
S086000:8,2232.875,63.625,2.01324355467,6.1770351754,2.07914588945,0.75,0.25,0.387967,0.387967,0.248205,0.248131,0.843383213252,1.11880172484,3.3103336432
S075660:7,1940.28571429,40.4285714286,1.74991101894,2.68984427894,1.94567036373,0.0,0.285714285714,0.24228,0.241696,0.287798,0.287798,0.751070044347,0.859566954634,1.77678009892
S071829:8,789.0,69.125,1.34443921653,8.7,2.07944154168,0.0,0.0,0.977936,0.696717,0.5792,0.567804,0.776896438748,1.21591897394,3.24056749022
S070650:8,2685.25,185.5,1.91985551762,8.50651443922,2.07943949215,0.0,0.0,0.381056,0.368448,0.394902,0.394902,0.547022086554,0.931746536692,3.21091040968
S061161:8,1214.625,19.375,1.68584148285,6.5,0,0.25,0.125,0.280887,0.173391,0.240708,0.240142,0.837307296147,1.71047619048,3.17506814565
S032895:1,952.0,23.0,-0.0,6.5,0,0.0,0.0,0.067544,0.067544,0.02713,0.02713,0,0,0
